word,definition,translation
U.K.,n a monarchy in northwestern Europe occupying most of the British Isles; divided into England and Scotland and Wales and Northern Ireland; `Great Britain' is often used loosely to refer to the United Kingdom,"英国, 联合王国\n[经] 英国"
U.N.,,联合国
U.S.,n the executive and legislative and judicial branches of the federal government of the United States\nn North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776,美国\n[经] 美国
U.S. Army Criminal Investigation Laboratory,,[网络] 美国陆军刑事调查实验室
U.S. attorney-general,,[法] 美国司法部长
U.S. code,,[法] 美国法典
U.S. Congress,,[网络] 美国国会
U.S. Constitution,,[网络] 美国宪法
U.s. dlr,,[经] 美元
U.s. dollar,,[经] 美元
U.S. government,,[网络] 美国政府
U.S. House,,[网络] 美国之家
U.S. House of Representatives,,[网络] 美国众议院
U.s. house panel,,[经] 美国国会小组
U.S. Mint,,[网络] 美国薄荷
U.S. National Library of Medicine,,[网络] 美国国家医学图书馆
U.S. Pharm,,美国药典
U.S. reports,,[法] 美国判例汇编
U.S. Senate,,[网络] 美国参议院
U.S. statutes at large,,[法] 美国法案汇编
U.S. waters,,[网络] 美国水域
U.s.-Soviet,,[经] 美苏
U.S.A.,n North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776,美国
U.S.P.,,[医] 美国药典
U.S.S.R.,,苏联
U.V.high transmittance optical glass,,[化] 透紫外线玻璃
u/l,," [计]= Up-Link,上行链路"
U0L system,,[计] 单符林氏无关系统
u2,,n. 英国著名乐队
u2d,,[计] UNIX到DOS的文本转换实用程序
UA,,"[计] 一致阵列, 用户区, 用户代理程序"
uaa,,abbr. United Arab Airlines 阿拉伯航空
UAAC,,非美活动调查委员会
uab,,abbr. ultrasound attenuation in bone 骨超声衰减; Union of Arab Banks 阿拉伯银行联盟; United Asian Bank 亚洲银行联合; Universities Appointments Board 大学设备部
uabain,,"[医] 哇巴因, 乌巴因, 苦毒毛旋花子甙"
uac,,abbr. underwriters adjusting company 保险业者调整公司
UACC,,全程访问权
Uace,,维生素、叶绿素铜纳、普鲁苯辛 、碳酸钙、三硅酸镁复合制剂(治溃疡病药)
UAD,,[计] 用户属性数据
uadergtown,,[医] 发育不全的
uadi,,(干旱区的)干谷
UAE,,阿拉伯联合酋长国
UAF,,用户授权文件
uag,,abbr. Upper Atmosphere Geophysics 高层大气地球物理学
uai,,abbr. universal azimuth indicator 通用方位指示器
uak,,abbr. Narssarssuaq;  Greenland 格陵兰; universal access to knowledge 通用知识访问; user authentication key 用户身份鉴别密钥
uakari,n. Same as Ouakari.,秃猴
ual,,abbr. upper acceptance limit 验收上限
UAM,,水下对空导弹
uang,,独角仙(一种甲虫)
uap,,abbr. unexplained atmospheric phenomenon 不明大气现象
uaps,plural of uap,(uap 的复数) abbr. unexplained atmospheric phenomenon 不明大气现象
uar,, [医][=upper airway resistance]上气道阻力
uars,plural of uar,(uar 的复数)  [医][=upper airway resistance]上气道阻力
UART,,[计] 通用异步接收器/发送器
uarthritis,,"痛风, 尿酸性关节炎"
Uas,plural of UA,"(UA 的复数) [计] 一致阵列, 用户区, 用户代理程序"
uasb,,abbr. upflow anaerobic sludge blanket 升流式厌氧污泥床
uav,,abbr. unavailability 无用度; 无效度; unmanned aerial vehicle 无人驾驶航空器; urban assault vehicle 城市中突击交通工具
UAW,,abbr. （美国）联合汽车工会（United Automobile Workers）
UB,,[计] 上限
uba,,abbr. undenatured bacterial antigen 非变性的细菌抗原
ubac,,"山阴, 背阳坡"
ubaid,, 欧贝德
ubaien,,乌梅丸
Ubangi,,n. 乌班吉(非洲萨拉族)
Ubangi-Shari,,乌班吉沙里(中非共和国的旧称)
ubas,,由巴司表面硬化钢
Ubbelohde,,厄布洛德(姓氏)
Ubbelohde viscometer,,[化] 乌氏粘度计
ubc,,abbr. 英属哥伦比亚大学（University of British Columbia）
Ube,,宇部[日本本州岛西南岸港市]
ubehebe,,爆发火山锥
ubelin,,"胞胆碱, 胞二胆磷碱"
uber,,[医] 乳房
Uber Micro,"Micro, short for micro managing. Used in [rts] (real time stratagy games), where the user has to control many induvidual units, giving each specific directions. \r\n[Uber], meaning over, above or dominant.\r\nIf someone has uber-micro, they are adept at managing units, and therefore, can own noobs.\n> I just got owned in Zero Hour, that guy had ubermicro\n",
uber-,, 最好的；超级的
Uber-Period,"When a girl's vagina starts erupting blood, causing her to go into a state introvertness and hostility. Usually, one can differ a period from an uber period by the duration of the pissiness. A girl plagued with the uber period will go through at least a month of being pissed off before returning to normal, ususally with some lame excuse to justify her unprovoked agitation.\n> Person 1: Yo bruh, you still into that chick?\n> Person 2: Nah bruh, she hit her uber-period.\n> Person 1: That sucks nig.\n",
UberHaxorNova,"""Uberhaxornova"" is the word used to describe the process of losing all higher cognitive function. There are currently 154,527 cases of ""Uberhaxornova"" and rising quickly, its expected to reach 200,000 by the end of the year.\n\nSymptoms include losing all thought and memory and effectively entering a trance-state. Your known vocabulary will all to soon be forgotten, and is usually replaced with anxious and desperate noises giving the victim a sad and desperate sense of hope of communicating with the sane. However, not all sense of communication through known methods is lost, ""SUCK MY POOP"", My butt is juicy"", ""DAMN REPEATERS"","" FUCKING A"" and a light chuckle are a few of uberhaxornova victims way of communication.\n\nI am a victim of ""Uberhaxornova"" AND I FUCKING LOVE IT\n> ""DAMN REPEATERS"" -Uberhaxornova-\n",
uberis apex,,"[医] 乳房尖, 乳头"
Ubermas,"A holiday that some on the Real Life SuperVillain community choose to advertise and follow instead of the usual Christmas tradition. Also a pale comparison to Krampusnacht, or Krampus Nights celebrations in Europe and other parts of the world.\n> You can keep your pathetic, commercialized celebrations and parties, I'm joining my friends to celebrate Ubermas and blow up someone's car!\n",
Ubermensch,,n. 超人；具有超过常人力量的人\n[网络] 超级人物；超人说；超人论
uberous,a. Fruitful; copious; abundant; plentiful.,"[医] 多育的, 繁殖的"
uberrima fides,,[法] 坦率诚实
uberrima fides contract,,[法] 坦率诚实合同
uberty,n. Fruitfulness; copiousness; abundance; plenty.,生育力
ubi,,"conj.(处方用语)在那里,无论在哪里, 无论何时"
ubi infra,,"[拉]在下面提及之处, 见下"
ubi re vera,,"[法] 真实的地方, 事实真相"
ubi supra,,"[法] 上面提及之处, 上面述及"
ubication,n. Alt. of Ubiety,"n. 位置, 场所"
ubicon,,紫外线摄象管
ubiety,n. the state of existing and being localized in space,"n. 所在, 位置, 客观存在"
ubipuity,,"[法] 到处存在, 普遍存在"
ubiquinol,, [医]泛醇
ubiquinone,n. any of several quinones found in living cells and that function as coenzymes that transfer electrons from one molecule to another in cell respiration,[化] 泛醌; 辅酶Q
ubiquinones,plural of ubiquinone\nn. any of several quinones found in living cells and that function as coenzymes that transfer electrons from one molecule to another in cell respiration,(ubiquinone 的复数) [化] 泛醌; 辅酶Q
ubiquist,,随遇植物
ubiquitarian,"n. One of a school of Lutheran divines which held that\n   the body of Christ is present everywhere, and especially in the\n   eucharist, in virtue of his omnipresence. Called also ubiquitist, and\n   ubiquitary.",[宗]n.基督圣体遍在论者
ubiquitin,,n. 泛激素，泛素（一种存在于大多数真核细胞中的小蛋白）
Ubiquitism,,n. [宗]基督圣体遍在论
ubiquitous,s being present everywhere at once,"a. 无所不在的, 到处存在的, 普遍存在的"
ubiquitously,,adv. 无所不在地
ubiquitousness,n. the state of being everywhere at once (or seeming to be everywhere at once),"普遍存在, 处处存在, 随遇"
ubiquity,n. the state of being everywhere at once (or seeming to be everywhere at once),"n. 到处存在, 普遍存在"
ubiquity of the king,,"[法] 君主正式在庭, 法官本身"
ubisoft,,n. 育碧：Ubisoft Entertainment于1986年在法国巴黎成立; 目前已经是全球最成功的交互式娱乐软件开发和发行公司之一。跻身跻全球10大电子游戏发行商; 欧洲第二大独立出版商。今天; Ubisoft在全球52个国家级地区已有超过1900名员工
Ubitron,,(=Undulated Beam injector)波动射束注入器
Ubitrons,plural of Ubitron,(Ubitron 的复数) (=Undulated Beam injector)波动射束注入器
ubl,,abbr. unbleached 未漂白的，原色的
Ubon,,乌汶[泰国东部城市]
ubs,,abbr. 瑞士联合银行（United Bank of Switzerland）
ubu,,abbr. you be you 你就是你自己
ubuntu,,n. 乌班图；一种Linux操作系统
Ubykh,n an extinct Caucasian language spoken exclusively in Turkey,n. 尤比克语(高加索语系中一种)
UC,,"[计] 单通道, 设备校验"
UC Berkeley,,加州大学伯克利分校（University of California， Berkeley）
uca,n. fiddler crabs,abbr. upper control area 上部控制区
ucambine,,[医] 乌坎宾(由非洲一种箭毒提出的强心生物硷)
ucas,plural of uca,(uca 的复数) abbr. upper control area 上部控制区
ucav,,abbr. uninhabited combat air vehicle 非传统战斗航空器，非传统战斗机
Ucayali,,乌卡亚利河[秘鲁东部]
ucb,,abbr. 单元控制部件（Unit Control Block）
UCC,,"[计] 万国版权公约, 通用分类系统"
uccellini,, [人名] 乌切利尼
Uccello,,n. (Uccello)人名；(英、意)乌切洛
uccs,," [计]= Universal Camera Control System,通用摄象机控制系统"
ucd,,abbr. usual childhood diseases 儿科常见病
ucdos,,n. 希望公司的汉字系统
uce,,abbr. unforeseen circumstances excepted 除非有无法预料的情况
ucelli,, [人名] 乌切利
ucero,, [地名] [西班牙] 乌塞罗
ucf,,abbr. Ultracentrifuge 超离心分离机
uch,,abbr. 大学学院附属医院（university college hospital）
uchi,,abbr. hematological intensive care unit 血液科重症监护病房
uchitelle,, [人名] 尤奇特尔
uchiza,, [地名] [秘鲁] 乌奇萨
uci,,abbr. unit construction index 独立装置（结构），部（组）件索引
uck,,n. (Uck)人名；(德)于克\nabbr. 科索沃解放军（ KosovoLiberationArmyUCK）
uckers,,n. 厄克兹
Ucko's reaction,,[医] 乌科氏反应(检肝病)
Ucko's test,,"[医] 乌科氏试验(改良高田-荒二氏试验,检肝病)"
ucky,,"a. <口>黏乎乎的, 脏兮兮的, 令人厌恶的"
UCL,,[化] 上控制限
ucla,,abbr. 加州大学洛杉矶分校（University of California at Los Angeles）
ucluelet,, [地名] [加拿大] 尤克卢利特
ucmi,,abbr. unit control module identifier 部件控制模块标识符
ucmj,,abbr. Uniform Code of Military Justice 军事审判统一法典（美军）
Ucmk,,用户.帐户管理中心间的工作密钥
ucn,,abbr. Buchanan;  Liberia 利比亚; uniform control number 统一控制编号; University College of Nigeria 尼日利亚大学学院
ucp,,"n. Uniform Customs and Practice for Commercial Documentary Credits <跟单信用证统一惯例与实务>; [计]= Uninterruptible Computer Power,计算机用不间断电源，无中断的计算机电源"
ucr,,abbr. unconditioned response 无条件反应; utilization care review 应用观察评价
ucross,, [地名] [美国] 尤克罗斯
UCS,,"[计] 通用字符集, 通用分类系统"
ucsb,," [计]= Universal Controller-System Bus,通用控制器系统总线"
ucsc,,abbr. University City Science Center 大学城科学中心; University of California at Santa Cruz 加利福尼亚大学圣克鲁斯校区
ucsd,,abbr. 加利福尼亚大学圣迭戈分校（University of California at San Diego）
ucsf,,abbr. University of California; San Francisco <美>旧金山加利福尼亚大学
uct,, 超声计算机断层成像
ucta,, [医][=Urine Collection/Transfer Assembly]尿收集/转换装置
ucuhyba fat,,[化] 肉豆蔻脂
ucuuba,,黄蜡树
ucweb,,abbr. [计]优视浏览器（You Can Web的缩写）
Ucwk,,用户.帐户管理中心间的主密钥
ud,,abbr. 水下爆破（Underwater Demolition）；联合乳品公司（United Dairies）
uda,n the major Protestant paramilitary group in Northern Ireland; responsible for bombing the homes of Catholics and for criminal racketeering and selling drugs," [医][=uramil diacetic acid]尿咪二醋酸, 2-氨基丙二酰脲二酸"
udaipur,, [地名] [印度] 乌代布尔
udal,"n. In Shetland and Orkney, a freehold; property held by udal, or\n   allodial, right.\na. Allodial; -- a term used in Finland, Shetland, and Orkney.\n   See Allodial.",n. 土地自由保有权
udalf,,[地质]湿淋溶土
udall,,n. 尤德尔（姓氏）
udaller,,n. 拥有土地自由保有权者
udalman,"n. In the Shetland and Orkney Islands, one who holds property\n   by udal, or allodial, right.",n. 拥有土地自由保有权者
uday,,"n. (Uday)人名；(印、阿拉伯)乌黛(女名), 乌代"
UDC,,abbr. 国际十进位分类（universal decimal classification）
UDCS,,abbr. Universal Decimal Classfication (图书、资料等的)国际十进分类法
udden,, [地名] [瑞典] 乌登
udder,n. mammary gland of bovids (cows and sheep and goats),n. (母牛等的)乳房\n[医] 乳房(牛羊等)
uddered,a. Having an udder or udders.,"a. (牛/羊)乳房...的, 有...乳房的"
udderless,"a. Destitute or deprived of an udder.\na. Hence, without mother's milk; motherless; as, udderless\n   lambs.","a. 无乳房的, 失去母乳的, 无母的"
udders,n. mammary gland of bovids (cows and sheep and goats),n. （牛、羊等的）乳房( udder的复数形式 )
uddevallite,,富铁钛铁矿
ude,, 意外紧急制动
uded,past tense of ud,(ud 的过去时) abbr. 水下爆破（Underwater Demolition）；联合乳品公司（United Dairies）
udell,,冷凝水接受器
uden,, [人名] 尤登; [地名] [荷兰] 于登
udent,,湿新成土
Udert,,[地质]湿变性土
Udex extraction process,,[化] 尤狄克斯抽提过程(在逆流塔用二醇抽提芳烃)
Udex process,,[化] 甘醇法
UDF,,abbr. 南非民主统一战线（United Democratic Front）；通用磁盘格式（Universal Disk Format）
udg,, [医]尿嘧啶-DNA糖苷酶
udgs,plural of udg,(udg 的复数)  [医]尿嘧啶-DNA糖苷酶
udhr,,abbr. Universal Declaration of Human Rights 关于人权的世界宣言
UDI,,n. 尤迪语(高加索语系中一种)
Udine,,乌迪内[意大利东北部城市]
uding,-ing form of ud,(ud 的现在分词) abbr. 水下爆破（Underwater Demolition）；联合乳品公司（United Dairies）
udl,," [计]= Up Data Link,上行数据链路"
Udmh,,[建] 偏二甲基
Udmurt,,[网络] 乌德穆尔特；乌德穆尔特族语；乌德穆尔特语
udmurtia,, [地名] [俄罗斯] 乌德穆尔特共和国
udn,,abbr. ulcerated dermal necrosis 皮肤坏疽溃疡
Udo,,n. [植]土当归
udoff,, [人名] 尤多夫
Udoll,,[地质]湿软土
udometer,n gauge consisting of an instrument to measure the quantity of precipitation,n. 雨量计
udometric,,"a. 雨量计的, 以雨量计测定的"
udomograph,,自记雨量计
udon,,n. <日>乌冬面
UDP,,[计] 用户数据报协议\n[化] 尿苷二磷酸
UDP glucuronic acid,,[化] 尿苷二磷酸葡糖醛酸
UDPG,,[化] 尿苷二磷酸葡糖
Udps,-s form of UDP,(UDP 的第三人称 -s形式) [计] 用户数据报协议\n[化] 尿苷二磷酸
UDR,,abbr. 北爱尔兰防卫团（Ulster Defence Regiment）；通用文件阅读器（ Universal Document Reader）；用户数据记录（User Data Record）
Udranszky's test,,[医] 乌德兰茨基氏试验(检胆汁酸、酪氨酸)
udruj,,[医] 乌得鲁胶(印度的一种药用树胶)
uds,-s form of ud,(ud 的第三人称 -s形式) abbr. 水下爆破（Underwater Demolition）；联合乳品公司（United Dairies）
udu,,abbr. underwater detection unit 水下探测设备，水下探测器; user data unit 用户数据单元
Udult,,[地质]湿老成土
udy,,abbr. undrawn yarn 未拉伸丝
ue,,abbr. 统一标准装置（Unified Equipment）；用户体验设计（Users Experience Design）
uea,,abbr. unattended equipment area 无人值守设备区
ueberroth,, [人名] 尤伯罗思
uec,,abbr. United Engineering Center (NYC) 工程学中心联盟（纽约市）
uecker,, [地名] [德国] 于克河
ued,,abbr. United Electrodynamics; Inc 美国电动力学公司
ueda,, [地名] [日本] 上田〈长野县〉; [地名] [日本] 植田〈福岛县〉
uefa,,abbr. 欧洲足球协会联盟（Union of European Football Association）
ueki,, [地名] [日本] 植木
uel,,abbr. upper explosive limit 爆炸上限
ueland,, [人名] 尤兰
uelcosis,,[医] 尿路溃疡
ueno,,上野
uere,, [地名] [刚果民主共和国] 韦雷河
uerterovesicostomy,,[医] 输尿管膀胱吻合术
ues,-s form of ue,(ue 的第三人称 -s形式) abbr. 统一标准装置（Unified Equipment）；用户体验设计（Users Experience Design）
uf,,abbr. 脲甲醛树脂；超声频率（Ultrasonic Frequency）
Ufa,n. a city in the European part of Russia,n. 乌法（俄罗斯联邦西部城市）；乌法河（俄罗斯联邦乌拉尔西部河流）
Ufas,n. a city in the European part of Russia,乌法(俄罗斯联邦西部城市)；乌法河(俄罗斯联邦乌拉尔西部河流)
UFC,,abbr. 终极格斗锦标赛（Ultimate Fighting Championship）
ufcs,,abbr. Underwater Fire Control System 水下发射控制系统
ufe,,abbr. unducted fan engine 没有导流罩的风机发动机，无内外函喷气发动机，无导管风扇
uferflucht,,离岸浮游生物
ufertite,,铈铀铁钛矿
UFF,,abbr. 里约州联邦大学（Universidade Federal Fluminense）；通用文件格式（Universal File Format）；超滤衰竭（Ultra Fihration Failure）
uff da,"A multi use exclaimation.\n> Comes from immigrants from Scandinavia during the early part of the 20th century. If you are surprised you say ""Uff da"", if you are disgusted you say ""Uff da"", over worked? ""Uff da""\n",
Uffelmann's reagent,,[医] 乌费耳曼氏试剂(检胃内乳酸含量)
Uffelmann's test,,[医] 乌费耳曼氏试验(检胃内乳酸含量)
Uffizi,,n. (Uffizi)人名；(意)乌菲齐\n乌菲齐美术馆
UFI,,[计] 用户方便接口
ufia,"Unsolicited Finger In the Anus. Popularized on the website Fark.com and is a cliche among TotalFarkers. Originated from a news story about a young man who poked his friends in the backdoor with his finger on a high school football bus trip. In the story, the judge is quoted as saying ""an unsolicited finger in the anus, while crude, is not criminal"".\n> What should you get your mother for Christmas? Well, I gave her a UFIA.\n",
uflow,,"(=underflow)浓泥, 底流"
UFO,n an (apparently) flying object whose nature is unknown; especially those considered to have extraterrestrial origins,"不明飞行物, 飞碟"
ufological,,"a. 不明飞行物学的,飞碟学的"
ufologist,,n. 不明飞行物研究者
ufologists,plural of ufologist,(ufologist 的复数) n. 不明飞行物研究者
ufology,,"n. 不明飞行物学,飞碟学"
uformite,,脲-甲醛塑料
UFOs,n. an (apparently) flying object whose nature is unknown; especially those considered to have extraterrestrial origins,abbr. 不明飞行物（Unidentified Flying Objects）
UFP,,"[计] 实用服务设施程序, 实用软件程序"
UFR,,[化] 全混釜
ufs,-s form of uf,(uf 的第三人称 -s形式) abbr. 脲甲醛树脂；超声频率（Ultrasonic Frequency）
uft,,abbr. United Federation of Teachers （美国纽约）教师联合会
ufw,,abbr. United Farm Workers 联合农场工人; United Furniture Workers <美国>家具工人联合会
ug,,abbr. 地下（underground）
uga,, [医][=opal mutant]空白突变型
ugali,,n. (东非的)粗玉米粉
Uganda,n. a landlocked republic in eastern Africa; achieved independence from the United Kingdom in 1962,n. 乌干达
Ugandan,n. a native or inhabitant of Uganda\na. of or relating to or characteristic of Uganda or its people,n. 乌干达人\na. 乌干达(人)的
Ugandan monetary unit,,[网络] 乌干达货币单位
Ugandan shilling,,[网络] 乌干达先令
Ugandans,n. a native or inhabitant of Uganda,"a. ,n. Uganda的变形"
ugandite,,铋钽矿
Ugarit,,乌加里特
Ugaritic,n an extinct Semitic language of northern Syria,"a. 具有古代(叙利亚的)乌加里特城特征的, 乌加里特人的, 乌加里特语的"
Ugarte,,n. (Ugarte)人名；(英、西)乌加特
ugb,, [医][=undecalcified granulated bone]未脱钙（异体）骨颗粒
ugc,,abbr. ultrasonic grating constant 超声光栅常数; unity grain crossover 统一粮食切割
uge,, [医][=urogenital sinus epithelium]泌尿生殖窦上皮
ugg,,abbr. 色氨酸；保暖鞋品牌名（来自澳大利亚）
ugg boots,"The name says it all. Some really UGGly boots that come in all different colors. Commonly worn with 4 inch skirts by girls with close to zero self-esteem.\n> Hey Jenny, those are some nice boots. What, are you going mountain climbing after school?\n",
uggest,superlative of ug,(ug 的最高级) abbr. 地下（underground）
ugging,-ing form of ug,(ug 的现在分词) abbr. 地下（underground）
uggs,"Boots with suede outsides and sheepskin insides. Usually used in snowy and cold regions, but now is associated with miniskirts and beach towns.\n> Look at that pigeon! She's wearing her uggs and miniskirt! Gross!\n",
ugh,"interj. An exclamation expressive of disgust, horror, or recoil.\n   Its utterance is usually accompanied by a shudder.","interj. 咄!, 啊!, 呸!"
ughs,"plural of ugh\ninterj. An exclamation expressive of disgust, horror, or recoil.\n   Its utterance is usually accompanied by a shudder.","(ugh 的复数) interj. 咄!, 啊!, 呸!"
ugi,,abbr. upper gastrointestinal 上端肠胃
UGI gasifier,,[化] UGI煤气炉
ugib,,abbr. upper gastrointestinal bleeding 上胃肠道出血
ugie,, [地名] [南非共和国] 乌吉
UGK,"Under Ground Kings\r\n\r\nWest Charlotte 4 Life\n> That new track, bend over, by ugk is ill\n",
ugl,, [医][=uteroglobin]子宫珠蛋白
Ugli,n. large sweet juicy hybrid between tangerine and grapefruit having a thick wrinkled skin,n. 牙买加丑橘（商标名称）
Ugli fruit,,牙买加丑橘（商标名称）
uglier,a displeasing to the senses\ns inclined to anger or bad feelings with overtones of menace\ns morally reprehensible\ns provoking horror,难看的（ ugly的比较级 ）
uglies,plural of ugly\na. displeasing to the senses,"(ugly 的复数) a. 丑陋的, 邪恶的, 险恶的, 不祥的\nn. 丑陋的人(或物)"
ugliest,a displeasing to the senses\ns inclined to anger or bad feelings with overtones of menace\ns morally reprehensible\ns provoking horror,a. 最丑的（ugly的最高级）
uglification,, 使难看
uglified,v make ugly,"v. 弄成难看, 丑化( uglify的过去式和过去分词 )"
uglifier,, 破坏美观者
uglifies,v make ugly,"vt. 弄成难看, 丑化（uglify的第三人称单数形式）"
uglifruit,,n. 牙买加丑橘（商标名称）
uglify,v. make ugly,"vt. 使丑, 弄成难看, 丑化"
uglifying,v make ugly,"v. 弄成难看, 丑化( uglify的现在分词 )"
uglily,adv. In an ugly manner; with deformity.,"adv. 丑陋地, 难看地"
ugliness,n. qualities of appearance that do not give pleasure to the senses,n. 丑陋
uglinesses,plural of ugliness\nn. qualities of appearance that do not give pleasure to the senses,(ugliness 的复数) n. 丑陋
uglow,, [人名] 厄格洛
ugly,a. displeasing to the senses,"a. 丑陋的, 邪恶的, 险恶的, 不祥的\nn. 丑陋的人(或物)"
Ugly American,,丑陋的美国人
ugly cry,"A type of crying that can feel really good and really bad at the same time.  The ugly cry can occur after a severe tragedy in one's life, or simply for no reason at all. You know you're doing the ugly cry when you lose COMPLETE CONTROL of all of the muscles in your face, start heaving and making awkward sounds (even though you are trying really hard to be silent), and start leaking fluids from every opening on your face from your hairline to your chin (yes, this includes the mouth). Without a doubt, by the time you are through with your ugly cry episode (if it was genuine) it will look as though you are a homeless person with pink eye who got punched a few times in the face and was hit my a monsoon; this is completely normal (and generally the time to call up a good friend).\n> Johnny's mom just died, and when he tried to tell me about her, he broke into the ugly cry instead.\n> No movie can make you ugly cry like My Dog Skip.\n",
ugly customer,,"[法] 难以对付的家伙, 可畏之人, 难处之人"
ugly duckling,,丑小鸭
ugly duckling syndrome,"Beautiful people who didn't get pretty until high school or later, and were nice because they were ugly. The niceness carries over through life.\n> She's got ugly ducking syndrome.\n",
ugly fact of life,,"[法] 生活中的丑闻, 阴暗面"
ugly rumour,,"[法] 可怕的谣言, 不堪入耳的谣言"
Ugly Sleep,"Acquired during the deepest stages of a much-needed restful night; when you're so sleep, you sleep through alarms, often with mouth ajar, face planted against the sheets.\n> I tried to wake you up in time for the bus but you were in a deep ugly sleep. I couldn't bring myself to interrupt\n",
ugly-looking,,a. 模样丑陋的
ugm,,abbr. underwater-launched guided missile 水下发射的导弹
ugma,,abbr. Uniform Gifts to Minors Act <予未成年者赠品统一法案>
ugms,plural of ugm,(ugm 的复数) abbr. underwater-launched guided missile 水下发射的导弹
ugo,,乌戈（人名）
ugonin,,入地蜈蚣素
ugpa,,abbr. undergraduate grade-point average <美>本科大学生平均积分点
ugrandite,,铬钙铁榴石
Ugrian,n one of the two branches of the Finno-Ugric family of languages; spoken in Hungary and northwestern Siberia,"a. 乌戈尔人的, 乌戈尔语的"
Ugric,n one of the two branches of the Finno-Ugric family of languages; spoken in Hungary and northwestern Siberia,"a. 乌戈尔人的, 乌戈尔语的"
ugs,plural of ug,(ug 的复数) abbr. 地下（underground）
ugsome,a. Ugly; offensive; loathsome.,"a. <苏格兰><古>可怕的, 讨厌的"
UGT,,急电
